"RecordIDS","AverageConsistency","Developers-Consistency","Developers-Values","Mode-Consistency","Mode-Values","Platform-Consistency","Platform-Values","Genres-Consistency","Genres-Values","Publishers-Consistency","Publishers-Values","Name-Consistency","Name-Values","Release-Consistency","Release-Values"
"DBpedia_Video_Game_13639+Kaggle1_Video_Game_1676+Kaggle1_Video_Game_4809+Kaggle1_Video_Game_8723","0.42857142857142855","0.0","{[, Eurocom, ]|[, Climax Group, ]|[, Digital Eclipse, ]|[, Gust, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Sports game, ]|[, Racing, ]|[, Misc, ]|[, Role-Playing, ]}","0.0","{[, Eidos Interactive, , Sony Computer Entertainment, ]|[, SouthPeak Games, ]|[, Atari, ]|[, Tecmo Koei, ]}","0.0","{Athens 2004 (video game)|ATV Offroad Fury 3|Atari Anthology|Atelier Iris: Eternal Mana}","1.0","{2004-07-02T00:00|2004-01-01T00:00|2004-01-01T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_14384+Kaggle1_Video_Game_885","0.5714285714285714","0.0","{[, EA Mobile, , Edge of Reality, , Maxis, ]|[, The Sims Studio, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Social simulation game, ]|[, Simulation, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{The Sims 3|The Sims 3}","0.0","{2009-06-02T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_4023+Kaggle1_Video_Game_10278+Kaggle1_Video_Game_11285+Kaggle1_Video_Game_12093+Kaggle1_Video_Game_13402+Kaggle1_Video_Game_15742","0.619047619047619","0.0","{[, Art Co., , Ltd, , Konami, ]|[, Activision, ]|[, SilverBirch Studios, ]|[, Kouyousha, ]}","1.0","{[, Single-player, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.6666666666666666","{[, Real time strategy, ]|[, Simulation, ]|[, Simulation, ]|[, Simulation, ]|[, Simulation, ]|[, Puzzle, ]}","0.3333333333333333","{[, Konami, ]|[, Activision, ]|[, Activision, ]|[, Konami Digital Entertainment, ]|[, RTL, ]|[, Neko Entertainment, ]}","0.3333333333333333","{Ant Nation|Animal Planet: Vet Life|Animal Planet: Emergency Vets|Ant Nation|Apassionata: Die Galanacht der Pferde|Aqua Panic!}","1.0","{2009-07-13T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_21826+Kaggle1_Video_Game_12361","0.8571428571428571","1.0","{[, DreamRift, ]|[, DreamRift, ]}","1.0","{[, Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Action-adventure game, , Life simulation game, , Metroidvania, ]|[, Platform, ]}","1.0","{[, Majesco Entertainment, ]|[, Majesco Entertainment, ]}","1.0","{Monster Tale|Monster Tale}","1.0","{2011-03-22T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_6273+Kaggle1_Video_Game_9942","0.42857142857142855","0.0","{[, Die Gute Fabrik, ]|[, Endemol, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Platform game, , Puzzle video game, ]|[, Misc, ]}","0.0","{[, Die Gute Fabrik, ]|[, Activision, ]}","0.0","{Where Is My Heart?|Wipeout 2}","1.0","{2011-11-08T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_24301+Kaggle1_Video_Game_5462","0.8571428571428571","1.0","{[, Ion Storm, ]|[, Ion Storm, ]}","1.0","{[, Single-player, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Action role-playing, , First-person shooter, , Stealth game, ]|[, Shooter, ]}","1.0","{[, Eidos Interactive, ]|[, Eidos Interactive, ]}","1.0","{Deus Ex: Invisible War|Deus Ex: Invisible War}","1.0","{2003-12-02T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_4897+Kaggle1_Video_Game_9212+Kaggle1_Video_Game_957","0.7619047619047619","1.0","{[, Black Ops Entertainment, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.6666666666666666","{[, Combat flight simulator, ]|[, Simulation, ]|[, Simulation, ]}","0.0","{[, Virgin Interactive Entertainment, ]|[, Virgin Interactive, ]|[, Sony Computer Entertainment, ]}","0.6666666666666666","{Agile Warrior F-111X|Agile Warrior F-111X|Air Combat}","1.0","{1995-11-02T00:00|1995-01-01T00:00|1995-01-01T00:00}"
"DBpedia_Video_Game_24549+Kaggle1_Video_Game_14554","0.42857142857142855","0.0","{[, SilverBirch Studios, ]|[, Metanet Software Inc., SilverBirch Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Platform game, ]|[, Platform, ]}","0.0","{[, Atari, , Inc. (1993–present), ]|[, Atari, ]}","1.0","{N+|N+}","0.0","{2008-02-20T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_2781+Kaggle1_Video_Game_11278","0.5714285714285714","0.0","{[, 2K Los Angeles, , Visual Concepts, ]|[, 2K Sports, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, 2K Sports, ]|[, Spike, ]}","1.0","{Major League Baseball 2K9|Major League Baseball 2K9}","1.0","{2009-03-03T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_6863+Kaggle1_Video_Game_2305+Kaggle1_Video_Game_5805","0.6666666666666667","1.0","{[, 989 Sports, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.0","{[, Racing video game, ]|[, Action, ]|[, Platform, ]}","0.0","{[, 989 Sports, ]|[, 989 Studios, ]|[, GT Interactive, ]}","0.6666666666666666","{3Xtreme|3Xtreme|40 Winks}","1.0","{1999-04-20T00:00|1999-01-01T00:00|1999-01-01T00:00}"
"DBpedia_Video_Game_8041+Kaggle1_Video_Game_4867+Kaggle1_Video_Game_7488","0.5238095238095238","0.0","{[, TT Fusion, , Traveller's Tales, ]|[, TT Games, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Nintendo 3DS|Nintendo 3DS|Nintendo 3DS}","0.6666666666666666","{[, Action-adventure game, ]|[, Action, ]|[, Action, ]}","0.0","{[, Feral Interactive, , Warner Bros. Interactive Entertainment, ]|[, Warner Bros. Interactive Entertainment, ]|[, Nintendo, ]}","0.0","{Lego The Lord of the Rings (video game)|LEGO The Lord of the Rings|Little Battlers eXperience: Baku Boost}","1.0","{2012-10-30T00:00|2012-01-01T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_11689+Kaggle1_Video_Game_4356","0.7142857142857143","0.0","{[, Black Rock Studio, ]|[, Climax Group, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Racing video game, ]|[, Racing, ]}","1.0","{[, Acclaim Entertainment, ]|[, Acclaim Entertainment, ]}","1.0","{ATV: Quad Power Racing 2|ATV Quad Power Racing 2}","1.0","{2003-01-14T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_3869+DBpedia_Video_Game_9058+Kaggle1_Video_Game_13998+Kaggle1_Video_Game_7885","0.35714285714285715","0.0","{[, Artdink, ]|[, UserJoy Technology, ]|[, From Software, ]}","0.0","{[, Single-player video game, ]|[, Online game, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3}","0.0","{[, Life simulation game, ]|[, MMORPG, ]|[, Adventure, ]|[, Simulation, ]}","0.5","{[, Sony Computer Entertainment, ]|[, Q Entertainment, ]|[, Sony Computer Entertainment, ]|[, Ubisoft, ]}","0.0","{Aquanaut's Holiday: Hidden Memories|Angels Online|Aquanaut's Holiday: Kakusareta Kiroku|Armored Core: For Answer}","1.0","{2008-09-25T00:00|2008-09-25T00:00|2008-01-01T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_5390+Kaggle1_Video_Game_7905","0.8571428571428571","1.0","{[, BottleRocket Entertainment, ]|[, BottleRocket Entertainment, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Action-adventure game, , Hack and slash, ]|[, Action, ]}","1.0","{[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]}","1.0","{Rise of the Kasai|Rise of the Kasai}","1.0","{2005-04-05T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_21160+Kaggle1_Video_Game_3501+Kaggle1_Video_Game_4600","0.6666666666666666","0.0","{[, ImaginEngine, , Ubisoft Paris, , Yuke's, ]|[, Ubisoft, ]|[, Phoenix Games Studio, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Wii|Wii|Wii}","0.6666666666666666","{[, Adventure game, , Virtual Pet, ]|[, Simulation, ]|[, Simulation, ]}","1.0","{[, Ubisoft, ]|[, Ubisoft, ]|[, Ubisoft, ]}","0.0","{Petz: Dogz 2 and Catz 2|Petz Dogz 2|Petz: Horsez 2}","1.0","{2007-11-14T00:00|2007-01-01T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_9530+Kaggle1_Video_Game_10501","0.5714285714285714","0.0","{[, Petroglyph Games, ]|[, Petroglyph, ]}","1.0","{[, Multiplayer video game, , Single player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Real-time strategy, ]|[, Action, ]}","1.0","{[, Sega, ]|[, Sega, ]}","1.0","{Universe at War: Earth Assault|Universe at War: Earth Assault}","0.0","{2007-12-10T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_18419+Kaggle1_Video_Game_13931","0.5714285714285714","1.0","{[, Sega, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Racing video game, ]|[, Racing, ]}","0.0","{[, Sega, ]|[, Unknown, ]}","1.0","{Sega Rally 2006|Sega Rally 2006}","0.0","{2006-01-12T00:00|2023-01-01T00:00}"
"DBpedia_Video_Game_14389+DBpedia_Video_Game_19710+Kaggle1_Video_Game_2188+Kaggle1_Video_Game_4825","0.42857142857142855","0.0","{[, Griptonite Games, , Maxis, ]|[, Aspyr, , Heavy Iron Studios, , WayForward, ]|[, Heavy Iron Studios, ]|[, Maxis, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player, ]}","1.0","{GameCube|GameCube|GameCube|GameCube}","0.0","{[, Life simulation game, ]|[, Adventure game, , Platform game, ]|[, Platform, ]|[, Simulation, ]}","0.5","{[, EA Games, ]|[, THQ, ]|[, THQ, ]|[, Electronic Arts, ]}","0.5","{The Urbz: Sims in the City|The SpongeBob SquarePants Movie (video game)|The SpongeBob SquarePants Movie|The Urbz: Sims in the City}","1.0","{2004-11-09T00:00|2004-10-27T00:00|2004-01-01T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_17506+DBpedia_Video_Game_1810+DBpedia_Video_Game_8939+Kaggle1_Video_Game_11499+Kaggle1_Video_Game_4866+Kaggle1_Video_Game_5569","0.5714285714285714","0.0","{[, EA Vancouver, ]|[, Iguana West, ]|[, Iguana Entertainment, , Sculptured Software, ]}","0.6666666666666666","{[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer, , Single-player, ]}","1.0","{Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64}","0.5","{[, Sports game, ]|[, Sports game, ]|[, Sports game, ]|[, Sports, ]|[, Sports, ]|[, Sports, ]}","0.6666666666666666","{[, EA Sports, ]|[, Acclaim Entertainment, ]|[, Acclaim Entertainment, ]|[, Acclaim Entertainment, ]|[, Electronic Arts, ]|[, Acclaim Entertainment, ]}","0.3333333333333333","{NHL 99|NHL Breakaway 99|NHL Breakaway 98|NHL Breakaway 99|NHL 99|NHL Breakaway 98}","0.8333333333333334","{1998-09-30T00:00|1998-11-30T00:00|1997-09-30T00:00|1998-01-01T00:00|1998-01-01T00:00|1998-01-01T00:00}"
"DBpedia_Video_Game_14967+DBpedia_Video_Game_16106+Kaggle1_Video_Game_10600+Kaggle1_Video_Game_11092+Kaggle1_Video_Game_2746","0.39999999999999997","0.0","{[, Ganbarion, ]|[, Snowblind Studios, ]|[, Sensory Sweep, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.0","{[, Versus fighting game, ]|[, Action role-playing game, ]|[, Simulation, ]|[, Role-Playing, ]|[, Fighting, ]}","0.4","{[, Nintendo, ]|[, Warner Bros. Interactive Entertainment, ]|[, Konami Digital Entertainment, ]|[, Eidos Interactive, ]|[, Nintendo, ]}","0.4","{Jump Ultimate Stars|Justice League Heroes|Kabushiki Baibai Trainer: Kabutore!|Justice League Heroes|Jump Ultimate Stars}","1.0","{2006-11-23T00:00|2006-10-17T00:00|2006-01-01T00:00|2006-01-01T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_16717+Kaggle1_Video_Game_3981","0.7142857142857143","1.0","{[, Visual Concepts, ]|[, Visual Concepts, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, 2K Sports, ]|[, Take-Two Interactive, ]}","1.0","{Major League Baseball 2K12|Major League Baseball 2K12}","1.0","{2012-03-06T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_4253+Kaggle1_Video_Game_3305","0.7142857142857143","1.0","{[, Konami, ]|[, Konami, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, Konami, ]|[, Konami Digital Entertainment, ]}","1.0","{Pro Evolution Soccer 2011|pro evolution soccer 2011}","1.0","{2010-10-08T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_24845+Kaggle1_Video_Game_1103","0.7142857142857143","0.0","{[, Midway Games, ]|[, Midway, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Basketball, ]|[, Sports, ]}","1.0","{[, Midway Games, ]|[, Midway Games, ]}","1.0","{NBA Ballers|NBA Ballers}","1.0","{2004-04-05T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_15886+Kaggle1_Video_Game_391","0.5714285714285714","0.0","{[, Kojima Productions, ]|[, Kojima Productions, Moby Dick Studio, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{PlayStation 4|PlayStation 4}","0.0","{[, Stealth game, ]|[, Action, ]}","0.0","{[, Konami, ]|[, Konami Digital Entertainment, ]}","1.0","{Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain}","1.0","{2015-09-01T00:00|2015-01-01T00:00}"
"DBpedia_Video_Game_5044+Kaggle1_Video_Game_377","0.8571428571428571","1.0","{[, Ubisoft Montreal, ]|[, Ubisoft Montreal, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Action-adventure game, , Stealth game, ]|[, Action, ]}","1.0","{[, Ubisoft, ]|[, Ubisoft, ]}","1.0","{Assassin's Creed: Brotherhood|Assassin's Creed: Brotherhood}","1.0","{2010-11-16T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_8910+Kaggle1_Video_Game_14152+Kaggle1_Video_Game_3079","0.7619047619047619","1.0","{[, Omega Force, ]|[, Omega Force, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3}","0.6666666666666666","{[, Action-adventure game, , Beat 'em up, ]|[, Action, ]|[, Action, ]}","0.0","{[, Bandai Namco Games, ]|[, D3Publisher, ]|[, Namco Bandai Games, ]}","0.6666666666666666","{One Piece: Pirate Warriors 2|Onechanbara Z Kagura|One Piece: Pirate Warriors 2}","1.0","{2013-03-20T00:00|2013-01-01T00:00|2013-01-01T00:00}"
"DBpedia_Video_Game_6462+Kaggle1_Video_Game_2774","0.5714285714285714","1.0","{[, Intelligent Systems, , Nintendo SPD, ]}","1.0","{[, Single-player, ]}","1.0","{Game Boy Advance|Game Boy Advance}","0.0","{[, Action game, , Puzzle video game, , Rhythm game, ]|[, Puzzle, ]}","0.0","{[, Nintendo, ]|[, Unknown, ]}","1.0","{WarioWare: Twisted!|WarioWare: Twisted!}","0.0","{2004-10-14T00:00|2023-01-01T00:00}"
"DBpedia_Video_Game_17516+Kaggle1_Video_Game_12468","0.42857142857142855","0.0","{[, Eden Games, , Xbox 360, ]|[, Hydravision, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Survival horror, ]|[, Adventure, ]}","0.0","{[, Atari Interactive, ]|[, Atari, ]}","0.0","{Alone in the Dark (2008 video game)|Alone in the Dark}","1.0","{2008-06-20T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_21423+Kaggle1_Video_Game_11422","0.7142857142857143","1.0","{[, Game Republic, ]|[, Game Republic, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Action-adventure game, , Hack and slash, ]|[, Action, ]}","0.0","{[, Bandai Namco Entertainment, ]|[, Namco Bandai Games, ]}","1.0","{Knights Contract|Knights Contract}","1.0","{2011-02-22T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_3373+Kaggle1_Video_Game_4568","0.5714285714285714","0.0","{[, Radical Entertainment, , Tose (company), , Virtuos, ]|[, Virtuos, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Hack and slash, , Platform game, ]|[, Platform, ]}","0.0","{[, Activision, , Vivendi Games, ]|[, Vivendi Games, ]}","1.0","{Crash: Mind over Mutant|Crash: Mind Over Mutant}","1.0","{2008-10-07T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_21180+Kaggle1_Video_Game_12149+Kaggle1_Video_Game_6635","0.7619047619047619","1.0","{[, VIS Entertainment, ]|[, VIS Entertainment, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.0","{[, Arena, ]|[, Sports, ]|[, Action, ]}","0.6666666666666666","{[, BAM! Entertainment, ]|[, D3Publisher, ]|[, BAM! Entertainment, ]}","0.6666666666666666","{The Powerpuff Girls: Chemical X-Traction|The Putter Golf|The Powerpuff Girls: Chemical X-Traction}","1.0","{2001-10-14T00:00|2001-01-01T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_20570+DBpedia_Video_Game_23759+DBpedia_Video_Game_7367+DBpedia_Video_Game_790+Kaggle1_Video_Game_10909+Kaggle1_Video_Game_11529+Kaggle1_Video_Game_14757+Kaggle1_Video_Game_3847+Kaggle1_Video_Game_7920","0.5952380952380952","0.3333333333333333","{[, Raven Software, ]|[, London Studio, ]|[, Ubisoft Montreal, ]|[, London Studio, ]|[, SCEE London Studio, ]|[, Ubisoft Montreal, ]}","0.5","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer, , Single-player, ]}","1.0","{PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3|PlayStation 3}","0.4444444444444444","{[, First-person shooter, ]|[, Music video game, ]|[, Sports game, ]|[, Exergaming, , Music video game, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]|[, Sports, ]}","0.6666666666666666","{[, Activision, ]|[, Sony Computer Entertainment, ]|[, Ubisoft, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Ubisoft, ]}","0.2222222222222222","{Singularity (video game)|SingStar Guitar|Shaun White Skateboarding|SingStar Dance|SingStar Guitar|SingStar Apres-Ski Party 2|SingStar Fussballhits|SingStar Dance|Shaun White Skateboarding}","1.0","{2010-06-25T00:00|2010-10-15T00:00|2010-09-30T00:00|2010-11-09T00:00|2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_8186+Kaggle1_Video_Game_3703","0.5714285714285714","0.0","{[, EA Tiburon, ]|[, Electronic Arts, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Tiger Woods PGA Tour 13|Tiger Woods PGA Tour 13}","1.0","{2012-03-27T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_472+Kaggle1_Video_Game_1043+Kaggle1_Video_Game_625","0.6666666666666666","1.0","{[, Core Design, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.0","{[, Action-adventure game, ]|[, Platform, ]|[, Action, ]}","0.6666666666666666","{[, Eidos Interactive, ]|[, Activision, ]|[, Eidos Interactive, ]}","0.0","{Tomb Raider III|Toy Story 2: Buzz Lightyear to the Rescue!|Tomb Raider: The Last Revelation}","1.0","{1998-11-20T00:00|1998-01-01T00:00|1998-01-01T00:00}"
"DBpedia_Video_Game_6464+Kaggle1_Video_Game_1704+Kaggle1_Video_Game_2329","0.8095238095238095","1.0","{[, Intelligent Systems, ]|[, Intelligent Systems, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Game Boy Advance|Game Boy Advance|Game Boy Advance}","0.0","{[, Tactical role-playing game, ]|[, Role-Playing, ]|[, Strategy, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]|[, Nintendo, ]}","0.6666666666666666","{Fire Emblem: The Sacred Stones|Final Fantasy I & II: Dawn of Souls|Fire Emblem: The Sacred Stones}","1.0","{2004-10-07T00:00|2004-01-01T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_12305+Kaggle1_Video_Game_959","0.5714285714285714","0.0","{[, Sucker Punch Productions, ]|[, Sucker Punch, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Sony Interactive Entertainment, ]|[, Sony Computer Entertainment, ]}","1.0","{Infamous 2|inFAMOUS 2}","1.0","{2011-06-07T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_17337+Kaggle1_Video_Game_13275","0.5714285714285714","0.0","{[, Halfbrick, , THQ Studio Australia, , Tose (company), ]|[, Halfbrick Studios, ]}","1.0","{[, Single-player, ]}","1.0","{Game Boy Advance|Game Boy Advance}","0.0","{[, Action role-playing game, , Action-adventure game, ]|[, Action, ]}","1.0","{[, THQ, ]|[, THQ, ]}","0.0","{Avatar: The Last Airbender (video game)|Barnyard}","1.0","{2006-10-10T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_453+Kaggle1_Video_Game_7778","0.42857142857142855","0.0","{[, Shin'en Multimedia, ]|[, THQ, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{Wii|Wii}","0.0","{[, Puzzle video game, ]|[, Misc, ]}","0.0","{[, Shin'en Multimedia, ]|[, Nintendo, ]}","0.0","{Art of Balance|Are You Smarter Than a 5th Grader? Back to School}","1.0","{2010-03-26T00:00|2010-01-01T00:00}"
